count2019, Source_Name, RA, Dec, Velo, Date-Obs, Tsys, Int, Rms1, Vlo1, Vhi1, Rms2, Vlo2, Vhi2
263,3C31,16.8521,32.4083,5100,2004-01-24,38.9,20,2.7,3712,6501,?,?,?
264,NGC-385,16.8635,32.3198,4940,2006-10-24,41.6,5,5.4,3553,6339,5.4,6059,8891
265,2MASXJ01080350+,17.0148,22.0658,16489,2014-01-01,44.8,10,4.4,14995,17997,?,?,?
266,NGC-392,17.0977,33.1336,4762,2006-10-24,40.6,5,5.7,3377,6160,4.9,5879,8708
267,UGC711,17.1564,1.64217,1982,2003-03-22,40.7,32,2.3,622,3354,?,?,?
268,3C33,17.2105,13.3087,17750,2004-01-24,46.6,20,3.5,16244,19270,?,?,?
269,HS0106+1304,17.2202,13.3372,17898,2003-11-03,50.2,40,2.4,16389,19416,?,?,?
270,3C033,17.2203,13.3372,17898,2008-01-27,33.4,8,3.2,16391,19419,3.2,19114,22195
271,UGC-714,17.3085,32.1514,4634,2006-10-24,39.9,5,5.5,3250,6030,5.0,5750,8577
272,NGC-404,17.3625,35.7178,-47,2006-11-04,34.0,5,4.1,-1389,1306,4.5,1034,3774
273,NGC404,17.3628,35.7173,-49,2003-04-27,42.4,16,3.2,-1391,1304,?,?,?
274,J0109-0332,17.4379,-3.54247,16369,2014-01-14,43.8,57,3.1,14876,17875,?,?,?
275,2MASXJ01094510-,17.438,-3.54244,16369,2013-12-29,61.6,8,7.5,14876,17875,?,?,?
276,J0109-0332,17.438,-3.54242,16369,2014-11-03,45.6,22,3.6,14876,17875,?,?,?
277,2MASXJ01095192+,17.4664,15.8561,18649,2013-12-20,43.9,10,4.4,17135,20177,?,?,?
278,010957-004212,17.4877,-0.7035,13490,2006-04-09,34.0,10,3.0,12025,14969,2.9,14672,17667
279,SDSSJ011016.00+,17.5667,15.0878,17902,2013-12-20,43.9,10,4.6,16395,19423,?,?,?
280,UGC-728,17.6205,43.2877,4909,2006-11-04,34.1,5,4.6,3523,6308,4.2,6027,8859
281,J011038-001640,17.6594,-0.278028,5408,2012-12-31,50.2,10,5.4,4017,6811,?,?,?
282,SDSSJ01109+0026,17.747,0.433583,5612,2016-02-04,43.2,10,4.1,4306,6930,?,?,?
283,UGC747,17.8511,1.27936,6780,2003-03-22,34.0,16,2.6,5376,8196,?,?,?
284,Mrk563,17.9628,-1.65561,4925,2003-03-14,42.0,21,2.7,3538,6324,?,?,?
285,NGC-420,18.04,32.1232,4974,2006-10-24,40.4,5,5.5,3587,6373,5.6,6093,8926
286,011248-001724,18.2025,-0.290194,5396,2006-02-05,44.4,10,4.2,4005,6799,3.8,6518,9359
287,011259-060835,18.2495,-6.14303,2239,2008-11-01,49.5,10,4.6,877,3613,4.3,3338,6120
288,2MASXJ01130719+,18.28,13.3967,17730,2013-12-19,46.1,10,4.8,16225,19249,?,?,?
289,UGC768,18.29,2.28778,13839,2012-01-07,79.8,10,6.7,12370,15321,?,?,?
290,UGC768,18.2901,2.28775,13839,2013-05-25,45.2,10,4.9,12370,15321,?,?,?
291,011333+002948,18.3877,0.496639,13190,2006-04-09,33.9,10,2.9,11727,14666,3.2,14370,17359
292,MRK1152,18.4587,-14.8456,15812,2009-01-29,42.8,10,4.0,14325,17313,3.3,17012,20052
293,MARK975,18.4625,13.2717,14880,2016-02-04,38.1,10,3.7,13494,16279,?,?,?
294,UGC774,18.4625,13.2716,14880,2010-02-12,44.7,10,4.4,13401,16372,3.8,16073,19095
295,UGC-784,18.517,-1.74222,4902,2005-10-02,67.2,5,9.3,4763,7571,10.2,2279,5041
296,IC1657,18.5292,-32.6508,3583,2012-11-16,66.8,10,7.3,2208,4970,?,?,?
297,SDSSJ01143+0055,18.5854,0.917222,1129,2016-02-26,45.1,8,5.1,-138,2408,?,?,?
298,2MASXJ01142152+,18.5899,14.5331,17630,2013-12-19,45.9,10,4.6,16125,19149,?,?,?
299,011429+001254,18.6244,0.215194,13790,2006-04-09,34.2,10,3.0,12322,15272,2.9,14975,17975
300,2MASXJ01142985+,18.6246,0.21525,13245,2012-11-16,38.5,10,3.9,11782,14722,?,?,?
301,011443+001709,18.6828,0.286,13490,2008-03-11,35.0,10,3.1,12024,14969,3.0,14672,17667
302,UGC793NED01,18.7029,-0.496111,10184,2016-02-04,41.4,10,4.2,8839,11541,?,?,?
303,IC-1654,18.7995,30.1948,4897,2006-10-24,39.3,5,5.3,3511,6296,5.0,6015,8847
304,2MASXJ01155838+,18.9932,13.6149,18506,2014-01-01,44.9,10,4.6,16993,20033,?,?,?
305,011603-000652,19.0138,-0.114639,13790,2008-03-11,35.1,10,3.2,12322,15272,3.0,14975,17976
306,NGC446,19.015,4.29414,5446,2011-01-24,35.4,10,3.2,4054,6850,3.0,6568,9411
307,Mrk1,19.0299,33.0895,4780,2006-10-24,39.9,5,5.6,3395,6178,5.0,5897,8727
308,Mrk1,19.03,33.0894,4780,2005-09-27,43.8,5,5.7,4641,7447,6.6,2159,4919
309,Mrk1,19.03,33.0894,4780,2007-12-19,40.2,10,3.8,3395,6178,3.6,5897,8727
310,Mrk1,19.03,33.0894,4780,2010-03-19,36.6,10,3.2,3395,6178,?,?,?
311,Mrk1,19.03,33.0895,4780,2004-03-17,36.1,8,3.9,3395,6178,?,?,?
312,Mrk1,19.03,33.0895,4780,2009-03-24,39.8,30,2.1,3395,6178,?,?,?
313,Mrk1,19.03,33.0894,4780,2005-12-14,46.7,5,6.6,3395,6178,5.7,5897,8727
314,Mrk1,19.03,33.0894,4780,2013-12-18,48.1,9,5.1,3395,6178,?,?,?
315,Mrk1,19.03,33.0894,4780,2003-11-15,58.4,8,6.0,3395,6178,?,?,?
316,Mrk1,19.031,33.0892,4800,2003-04-27,35.9,20,2.5,3415,6198,?,?,?
317,Mrk1,19.044,33.1226,4780,2004-01-30,42.7,32,2.3,3395,6178,?,?,?
318,NGC-452,19.0617,31.0338,4962,2006-10-24,40.4,5,5.2,3575,6361,5.0,6081,8913
319,2MASXJ01163019+,19.1257,14.4815,17952,2014-01-01,44.7,10,4.8,16444,19474,?,?,?
320,2MASXJ01165408+,19.2254,14.3348,18024,2013-12-30,59.2,8,7.0,16516,19546,?,?,?
321,UGC829,19.4404,10.1972,10339,2010-01-15,32.1,10,2.7,8903,11788,3.0,11498,14433
322,UGC829,19.4405,10.1973,10339,2010-01-10,24.9,10,2.2,8903,11788,2.1,11498,14433
323,011845+145935,19.691,14.9932,6895,2006-03-18,33.7,10,3.1,5490,8312,2.9,8028,10897
324,011905+003745,19.7715,0.629222,9893,2006-02-05,43.8,10,4.1,8461,11338,3.6,11048,13975
325,UGC00841,19.7921,33.0306,5572,2003-12-13,39.4,32,1.9,5223,8040,?,?,?
326,MARK567,19.8255,4.578,9928,2016-02-12,56.2,10,5.2,8585,11283,?,?,?
327,2MASXiJ0119220+,19.8417,32.7064,5322,2003-12-22,30.9,28,1.6,4974,7786,?,?,?
328,UGC00849,19.8507,12.4469,14265,2003-11-03,57.9,40,2.9,12789,15748,?,?,?
329,116+31,19.8958,32.1806,17900,2004-03-17,33.6,36,1.7,16393,19421,?,?,?
330,NGC-470,19.9369,3.40994,2374,2006-10-30,43.6,5,5.6,1010,3750,5.4,3474,6258
331,CGCG436-030,20.0112,14.3619,9362,2010-12-24,41.7,10,3.7,7935,10802,4.4,10513,13430
332,CGCG436-030,20.0112,14.3619,9362,2010-05-10,30.2,10,2.9,7935,10802,2.8,10513,13429
333,CGCG436-030,20.0112,14.3619,9362,2013-05-25,46.6,10,5.1,7935,10802,?,?,?
334,NGC-474,20.028,3.41528,2372,2005-11-03,44.8,5,5.9,1008,3748,5.8,3472,6256
335,CGCG459-032,20.0612,17.8303,8705,2009-12-27,28.0,10,2.5,7284,10139,2.3,9852,12755
336,CGCG551-015,20.1287,50.1447,7011,2010-01-28,40.2,10,3.9,5605,8429,3.4,8145,11016
337,012046-082926,20.1954,-8.49061,10197,2006-05-23,42.4,10,4.0,8762,11645,11.0,11355,14286
338,UGC-890,20.2833,1.37333,4947,2005-11-03,44.7,5,6.0,3560,6346,5.5,6066,8898
339,IRAS01189+2156,20.434,22.2093,17478,2005-02-01,26.7,28,1.4,17099,20141,?,?,?
340,NGC-488,20.4452,5.25675,2269,2005-11-03,44.3,5,6.1,906,3644,5.6,3368,6151
341,MRK1503,20.4992,-1.04003,16291,2014-01-19,40.1,5,6.2,14799,17797,?,?,?
342,UGC911,20.5416,32.2158,10567,2010-01-28,33.6,10,3.1,9129,12019,3.1,11727,14666
343,IC1683,20.6625,34.437,4872,2009-01-09,40.1,15,3.3,3486,6271,3.0,5990,8821
344,NGC-495,20.7333,33.4716,4114,2005-11-03,57.2,5,8.0,2735,5506,7.2,5227,8043
345,012306+002052,20.7756,0.347889,14090,2008-03-11,35.3,10,3.0,12619,15575,2.9,15277,18284
346,NGC-499,20.7979,33.4606,4375,2005-11-03,55.8,5,7.9,2993,5769,7.0,5489,8311
347,MCG-01-04-032,20.8,-6.63611,5330,2009-11-29,38.9,10,3.7,3940,6733,3.1,6452,9291
348,VV730,20.8312,7.795,2700,2010-02-12,47.3,10,4.5,1333,4079,4.0,3802,6593
349,UM319,20.8382,-1.97669,4835,2005-09-21,55.1,40,2.6,4481,7284,?,?,?
350,UGC933,20.8483,15.2147,10256,2010-01-11,24.7,10,2.2,8820,11705,2.2,11414,14347
351,UGC933,20.8483,15.2147,10256,2010-01-15,31.4,10,2.8,8820,11705,2.8,11414,14347
352,NGC-504,20.8662,33.2044,4090,2005-11-03,54.8,5,7.4,2711,5481,7.2,5202,8019
353,NGC-507,20.9167,33.2556,4924,2006-10-24,39.9,5,5.3,3537,6323,5.0,6042,8874
354,2MASXJ01234403+,20.9337,13.6511,15474,2013-12-18,51.3,10,5.6,13990,16972,?,?,?
355,IC1689,20.9491,33.0553,4566,2011-01-24,30.7,10,2.7,3183,5962,2.6,5682,8507
356,NGC526a,20.9766,-35.0654,5725,2006-02-12,65.2,80,2.9,4331,7131,?,?,?
357,NGC0526A,20.9766,-35.0656,5725,2013-02-21,60.6,20,4.8,4331,7131,?,?,?
358,NGC-512,20.9991,33.9078,4783,2005-11-03,58.7,5,8.2,3398,6181,7.6,5900,8730
359,NGC-514,21.0162,12.9174,2470,2005-11-03,43.0,5,5.5,1106,3847,5.2,3571,6357
360,J012407+105713,21.0316,10.9538,12338,2014-11-03,47.1,10,5.1,10883,13806,?,?,?
361,IRAS01217+0122,21.1,1.6425,5088,2012-11-16,40.8,10,4.1,3700,6489,?,?,?
362,NGC513,21.1118,33.7994,5859,2011-11-18,33.9,10,4.9,4464,7267,?,?,?
363,NGC513,21.1119,33.7995,5863,2009-01-09,41.2,10,3.8,4468,7271,3.7,6988,9838
364,NGC513,21.1119,33.7995,5859,2011-02-23,41.5,10,3.7,4464,7267,3.7,6984,9834
365,NGC520m3,21.1395,3.78972,2266,2005-01-28,28.1,4,3.9,903,3641,?,?,?
366,NGC520a,21.1437,3.79497,2266,2005-01-28,27.2,8,2.8,903,3641,?,?,?
367,NGC520b,21.145,3.78969,2266,2005-01-28,27.8,12,2.8,903,3641,?,?,?
368,NGC520m2,21.145,3.79525,2266,2005-01-28,27.9,4,6.9,903,3641,?,?,?
369,NGC520m1,21.1451,3.78408,2266,2005-01-28,27.7,4,6.4,903,3641,?,?,?
370,UGC964,21.1458,7.72108,2737,2010-02-12,47.2,10,4.3,1370,4116,3.9,3840,6631
371,UGC964,21.1458,7.72111,2737,2010-01-10,30.9,10,2.9,1370,4116,2.6,3840,6631
372,NGC520m4,21.1505,3.78975,2266,2005-01-28,28.3,4,4.0,903,3641,?,?,?
373,NGC-517,21.1825,33.4294,4260,2006-10-24,39.0,5,5.4,2879,5653,5.3,5374,8193
374,NGC-524,21.1988,9.53889,2421,2005-11-03,43.4,5,5.3,1057,3797,5.8,3521,6307
375,J012448+005436,21.2038,0.910028,9916,2012-12-31,47.8,10,5.2,8483,11361,?,?,?
376,UM103,21.3658,3.00333,13491,2012-01-07,81.1,10,7.1,12025,14970,?,?,?
377,012529-000326,21.3713,-0.0573056,6295,2006-03-29,46.6,10,4.6,4896,7707,4.1,7424,10281
378,UGC00987,21.3811,32.1365,4658,2005-01-28,23.5,28,1.3,4311,7111,?,?,?
379,UGC-987,21.3811,32.1365,4658,2005-11-03,54.2,5,7.6,3274,6055,7.4,5775,8602
380,mrk993,21.3852,32.1367,4650,2003-03-22,33.9,40,1.6,3266,6047,?,?,?
381,NGC-528,21.39,33.6717,4792,2005-11-03,57.5,5,8.9,3407,6190,7.8,5909,8739
382,NGC-529,21.4183,34.7133,4799,2005-11-03,59.4,5,8.0,3414,6197,7.3,5917,8746
383,NGC541,21.4346,-1.37942,5422,2004-03-17,42.4,24,2.6,4031,6826,?,?,?
384,NGC547,21.5025,-1.34525,5468,2004-03-17,40.3,24,2.4,4076,6872,?,?,?
385,012601-041756,21.5067,-4.29889,5627,2008-11-01,49.0,20,3.4,4234,7033,?,?,?
386,J0126-0417,21.5069,-4.29894,5639,2009-01-03,46.1,80,1.7,4246,7045,?,?,?
387,J0126-0417,21.5069,-4.29894,5639,2013-12-29,77.8,8,9.3,4246,7045,?,?,?
388,J0126-0417,21.5069,-4.29894,5639,2014-12-15,59.8,17,7.0,4246,7045,?,?,?
389,NGC536,21.5909,34.7031,5189,2011-01-24,30.7,10,2.8,3800,6591,2.8,6309,9147
390,MARK358,21.64,31.6164,13552,2016-02-14,34.2,10,3.4,12177,14939,?,?,?
391,ABELL195,21.7258,19.1758,12891,2010-02-12,41.8,10,3.5,11431,14364,3.9,14069,17053
392,XBSJ01269+1912,21.7267,19.2147,12796,2016-02-14,34.5,10,3.4,11428,14176,?,?,?
393,012713+133608,21.8047,13.6023,4496,2006-03-18,33.6,10,3.3,3113,5891,3.2,5611,8436
394,Mrk359,21.8854,19.1789,5212,2011-02-10,30.9,15,2.5,3823,6614,?,?,?
395,Mrk359,21.8855,19.1788,5212,2011-02-06,43.1,5,6.2,3823,6614,?,?,?
396,Mrk359,21.8888,19.1792,5200,2003-03-07,31.3,30,1.6,3811,6602,?,?,?
397,NGC-551,21.9194,37.1829,4901,2006-10-31,42.5,5,6.4,3515,6300,4.9,6019,8851
398,J012753+284751,21.9747,28.7976,12891,2014-11-03,49.3,10,5.4,11431,14364,?,?,?
399,NGC-565,22.0425,-1.30611,4498,2005-10-02,66.2,5,9.1,4359,7160,10.2,1881,4637
400,NGC-561,22.0781,34.3086,4670,2006-10-24,38.7,5,5.3,3286,6067,4.6,5787,8614
401,CGCG537-004,22.0858,40.2244,7398,2010-01-28,38.5,10,3.4,5989,8820,3.2,8535,11414
402,2MASXJ01282955+,22.1233,14.4141,17053,2013-12-18,53.5,10,5.4,15554,18566,?,?,?
403,SDSSJ01286-0040,22.1608,-0.675056,1913,2016-02-12,53.9,5,7.7,638,3199,?,?,?
404,012839+144553,22.1662,14.7649,13490,2008-03-11,34.0,10,3.1,12024,14969,3.0,14672,17667
405,IC123,22.2142,2.44639,9179,2011-01-24,34.8,10,3.3,7753,10618,3.1,10329,13242
406,IC123,22.2146,2.44639,9179,2012-01-07,84.4,10,7.4,7753,10618,?,?,?
407,012853+134737,22.2219,13.7938,6295,2006-03-29,43.4,10,4.2,4896,7707,3.9,7424,10281
408,012940+143018,22.4204,14.5051,6595,2006-03-29,42.6,10,4.0,5193,8009,3.7,7726,10589
409,SDSSJ01300+1336,22.5233,13.6047,6745,2016-02-04,41.0,10,3.9,5429,8072,?,?,?
410,013006+131702,22.5258,13.2839,11392,2006-02-07,33.5,10,3.1,9946,12851,3.0,12559,15514
411,NGC-578,22.6212,-22.6674,1630,2006-10-31,60.4,5,8.0,273,2999,9.1,2724,5495
412,NGC-575,22.6943,21.4404,3149,2006-10-24,41.5,5,6.0,1778,4532,5.7,4254,7053
413,J013049+411526,22.7041,41.2561,2788,2014-11-03,55.6,10,5.6,1421,4167,?,?,?
414,UGC-1083,22.7426,14.1084,4519,2005-11-03,42.7,5,6.2,3136,5914,5.5,5635,8459
415,UGC1093,22.9642,17.5653,8044,2011-01-24,33.1,10,3.0,6629,9472,11.2,9186,12077
416,J013225+005836,23.1061,0.976667,7967,2012-12-31,49.4,10,5.5,6553,9394,?,?,?
417,NGC-587,23.1389,35.3586,4588,2006-10-31,42.7,5,6.0,3204,5984,5.7,5704,8530
418,J0132+1027,23.2455,10.4519,9664,2014-11-03,58.2,10,6.5,8234,11107,?,?,?
419,NGC600,23.2733,-7.31181,1850,2003-03-07,42.4,30,2.4,491,3221,?,?,?
420,NGC591,23.38,35.6683,4547,2005-01-28,25.0,36,1.3,3164,5943,?,?,?
421,NGC591,23.38,35.6684,4547,2003-11-15,60.9,32,3.3,3164,5943,?,?,?
422,NGC591,23.3802,35.6684,4547,2012-10-16,63.5,5,10.1,3164,5943,?,?,?
423,NGC591,23.3803,35.6683,4547,2007-10-30,36.2,30,2.0,3164,5943,?,?,?
424,NGC591,23.3803,35.6683,4547,2007-12-19,45.9,30,2.5,3164,5943,?,?,?
425,NGC591,23.3827,35.6683,4550,2003-04-27,30.1,36,1.7,3167,5946,?,?,?
426,NGC591,23.3995,35.6997,4547,2004-01-30,37.0,48,1.5,3164,5943,?,?,?
427,NGC591,23.3997,35.6996,4547,2004-01-31,37.2,48,1.7,3164,5943,?,?,?
428,NGC0612,23.4907,-36.4932,8925,2014-01-19,74.1,10,8.4,7502,10361,?,?,?
429,013402-010432,23.5101,-1.07572,4496,2006-03-18,35.2,10,3.3,3113,5891,3.3,5611,8436
430,UGC-1120,23.5102,-1.07578,4690,2006-10-30,44.0,5,6.2,3305,6087,5.3,5807,8635
431,UGC-1120,23.5104,-1.07581,4690,2005-10-02,65.8,5,8.7,4551,7355,9.8,2070,4829
432,013402.5-094627,23.5106,-9.77417,12232,2012-05-11,47.0,10,4.7,10778,13699,?,?,?
433,UGC-1123,23.5334,-1.03222,4929,2005-10-02,66.0,5,8.7,4790,7599,9.9,2305,5068
434,NGC613,23.5492,-29.3922,1475,2004-01-30,44.7,20,3.2,119,2843,?,?,?
435,NGC613,23.5528,-29.3896,1475,2004-01-31,41.8,24,3.3,119,2843,?,?,?
436,NGC613,23.5758,-29.4186,1475,2004-11-11,83.5,24,5.4,119,2843,?,?,?
437,013435-153016,23.6458,-15.5044,5474,2008-11-01,53.9,10,5.0,4082,6878,4.7,6597,9439
438,CGCG521-048,23.7415,33.9237,5306,2003-12-22,31.3,28,1.7,4957,7769,?,?,?
439,MRK1158,23.747,35.0394,4585,2010-01-28,40.8,10,3.7,3201,5981,3.3,5701,8527
440,NGC-615,23.7737,-7.34031,1848,2005-11-20,54.7,5,6.9,489,3219,7.1,2944,5719
441,013509-252344,23.79,-25.3956,11859,2008-11-01,55.8,10,5.3,10409,13323,5.1,13029,15993
442,013536+000053,23.9027,0.0149167,5096,2006-02-05,44.3,10,4.5,3708,6497,3.9,6216,9051
443,J013557+264538,23.9913,26.7615,11520,2014-11-03,53.5,10,5.8,10073,12980,?,?,?
444,NGC-628,24.1742,15.7833,656,2005-11-03,43.6,10,4.0,-691,2016,4.1,1743,4496
445,NGC631,24.1958,5.83525,5634,2010-02-12,44.7,10,4.1,4241,7040,3.7,6758,9603
446,NGC631,24.1958,5.83528,5634,2010-01-10,29.2,10,2.6,4241,7040,2.4,6758,9603
447,NGC-621,24.2042,35.5122,3305,2006-10-31,43.6,5,8.3,1933,4689,5.8,4412,7213
448,NGC632,24.3229,5.87781,3168,2009-12-01,42.1,10,3.9,1797,4551,3.5,4274,7073
449,J0137-0853,24.3784,-8.8855,1917,2014-11-03,89.4,10,10.4,557,3289,?,?,?
450,UM347,24.4511,2.29094,16781,2013-12-30,59.7,6,7.2,15284,18291,?,?,?
451,RXSJ01380+2136,24.5087,21.6034,13491,2016-02-14,34.1,10,3.4,12117,14878,?,?,?
452,UGC01160,24.5135,32.4944,5446,2003-12-22,32.5,28,1.8,5096,7911,?,?,?
453,KUG0135-131,24.5225,-12.8697,12055,2012-04-06,40.4,10,4.4,10603,13520,?,?,?
454,NGC-634,24.5777,35.3648,4940,2006-10-31,42.9,5,6.7,3553,6339,5.5,6059,8891
455,UGC-1166,24.645,34.9921,4663,2006-10-31,42.8,5,6.0,3279,6060,5.2,5780,8607
456,UGC-1169,24.6971,1.07194,4992,2005-10-02,64.8,5,9.0,4853,7663,9.5,2367,5131
457,IRAS01364-1042,24.7203,-10.4531,14520,2003-11-10,29.4,20,1.9,13036,16000,?,?,?
458,ESO543-G008,24.835,-20.4531,6364,2009-11-29,43.3,10,4.0,4964,7776,3.6,7493,10353
459,013924-092404,24.8537,-9.40119,7501,2006-05-23,45.4,10,4.3,6091,8924,3.9,8638,11519
460,013924-092404,24.8538,-9.40108,7524,2009-01-08,41.7,10,3.8,6114,8947,3.9,8662,11543
461,J014007-091619,25.031,-9.27211,7472,2013-01-09,40.6,10,4.3,6062,8895,?,?,?
462,NGC-645,25.0362,5.72669,3308,2005-11-03,45.3,5,6.2,1936,4692,5.5,4415,7217
463,SDSSJ01402+1452,25.0688,14.8675,10220,2016-02-04,39.6,10,3.9,8874,11578,?,?,?
464,014140-060949,25.4188,-6.16358,10615,2009-01-20,36.8,10,46.8,9176,12067,3.3,11776,14716
465,SDSSJ01417+1340,25.43,13.6756,13615,2016-02-13,33.3,10,3.3,12240,15003,?,?,?
466,NGC-658,25.5402,12.6019,2986,2006-10-24,44.0,5,5.7,1617,4367,5.8,4090,6886
467,NGC-658,25.5403,12.6019,2986,2005-11-03,44.2,5,5.9,1617,4367,6.3,4090,6886
468,NGC-656,25.6135,26.1431,3942,2006-10-30,40.7,5,5.5,2564,5332,5.4,5053,7867
469,NGC0660,25.7598,13.6457,850,2005-02-02,33.0,20,2.2,507,3237,?,?,?
470,014302+133842,25.76,13.6451,899,2006-01-31,41.7,10,4.1,-450,2261,4.2,1988,4746
471,Mrk573,25.9629,2.37136,5174,2004-01-31,29.0,24,2.1,3785,6575,?,?,?
472,MARK573,25.9908,2.34994,5150,2016-02-12,52.5,10,5.3,3848,6464,?,?,?
473,Mrk573,25.9936,2.34958,5200,2003-03-07,33.9,30,2.0,3811,6602,?,?,?
474,IRAS01418+1651,26.1271,17.1014,8225,2013-03-03,39.4,14,3.3,6808,9655,?,?,?
475,IRASF01417+3424,26.16,34.6603,5677,2010-01-28,40.2,10,3.8,4283,7083,3.7,6801,9648
476,CGCG482-008,26.2083,21.8824,10508,2003-11-08,38.1,44,1.6,9067,11956,?,?,?
477,IC154,26.3177,10.6492,5544,2009-12-18,42.4,10,3.8,4152,6949,3.3,6667,9511
478,IC1726,26.3321,4.61861,5334,2009-12-01,40.1,10,3.8,3944,6737,3.4,6456,9296
479,NGC-668,26.5945,36.4603,4506,2006-10-31,42.7,5,5.9,3123,5901,5.5,5621,8446
480,MS01442-0055,26.6862,-0.678639,24820,2011-02-10,30.8,20,2.0,23247,26408,?,?,?
481,014659+130730,26.7465,13.1251,5396,2006-01-31,40.3,10,4.0,4005,6800,3.5,6518,9359
482,0147066+2338356,26.7775,23.6432,11834,2010-11-27,32.4,10,2.8,10384,13297,2.8,13004,15967
483,0147066+2338356,26.7775,23.6432,11834,2010-11-03,42.7,10,3.8,10384,13297,3.6,13004,15967
484,NGC-669,26.8173,35.5633,4694,2006-10-31,42.8,5,5.9,3309,6091,5.5,5811,8638
485,NGC-670,26.8536,27.8857,3703,2006-10-30,40.7,5,5.5,2327,5091,5.5,4812,7622
486,J014803+225512,27.016,22.9199,12592,2014-11-03,47.4,9,5.3,11135,14062,?,?,?
487,J0148-0849,27.1151,-8.82519,10904,2014-11-03,80.1,10,9.8,9462,12359,?,?,?
488,NGC-686,27.2339,-23.7981,4657,2006-10-31,59.8,5,8.8,3273,6054,8.6,5774,8601
489,NGC676,27.2387,5.90753,1506,2009-01-30,41.5,10,3.6,150,2874,3.8,2600,5368
490,014914+130319,27.3085,13.0553,5096,2006-03-18,33.5,10,3.0,3708,6497,3.0,6216,9051
491,UGC-1272,27.3154,35.073,4864,2006-10-31,42.5,5,7.3,3478,6262,6.6,5982,8813
492,2MASXJ01492126+,27.3387,13.8144,16760,2013-12-30,59.0,9,6.2,15264,18270,?,?,?
493,NGC-678,27.3536,21.9973,2836,2005-11-03,42.6,5,5.3,1468,4216,5.9,3939,6732
494,UGC-1277,27.3572,35.4529,4141,2006-11-04,34.7,5,4.7,2761,5533,4.2,5254,8071
495,UGC-1277,27.3572,35.4529,4141,2006-11-27,45.6,5,5.8,2761,5533,6.0,5254,8071
496,NGC0678,27.3663,21.9977,2835,2003-03-14,38.7,9,3.5,1467,4215,?,?,?
497,UGC01282,27.3745,12.5091,5221,2005-02-02,28.9,24,1.6,4867,7678,?,?,?
498,UGC1282,27.3745,12.509,5221,2009-01-30,38.0,10,3.6,3832,6623,3.7,6342,9180
499,J0149+1350,27.4292,13.8374,13238,2014-11-03,51.7,20,4.1,11775,14715,?,?,?
500,NGC679,27.4324,35.7856,5049,2007-12-19,41.8,10,4.1,3661,6449,3.5,6168,9003
501,2MASXJ01500266-,27.5113,-7.43,5296,2009-11-29,38.8,10,3.6,3906,6699,3.2,6417,9257
502,NGC-684,27.5584,27.6456,3534,2006-10-30,41.0,5,5.7,2160,4920,5.4,4642,7448
503,J015023+304812,27.5996,30.8033,10820,2014-11-03,59.0,10,6.3,9379,12274,?,?,?
504,015027-083122,27.6151,-8.52292,5331,2006-05-23,48.0,10,4.8,3941,6734,4.2,6452,9292
505,NGC693,27.6283,6.14528,1567,2009-12-01,36.1,10,3.3,211,2935,3.3,2661,5431
506,NGC687,27.6385,36.3708,5091,2007-12-19,43.1,10,4.1,3703,6492,4.3,6211,9046
507,NGC-691,27.6737,21.76,2665,2005-09-27,45.5,5,6.6,2528,5295,6.0,80,2802
508,NGC-688,27.6841,35.2845,4150,2006-11-04,34.7,5,4.8,2770,5542,4.5,5263,8080
509,015050-084510,27.7091,-8.75281,5546,2006-05-23,49.4,10,4.9,4154,6951,4.5,6669,9513
510,2MASXJ01505086-,27.7118,-0.379833,16427,2013-12-30,60.1,7,7.0,14934,17934,?,?,?
511,NGC-694,27.7438,21.9975,2950,2005-09-27,46.6,5,6.1,2813,5585,6.4,360,3087
512,IC-167,27.7854,21.9128,2931,2005-09-27,47.5,5,6.3,2794,5565,6.4,341,3068
513,IRAS01487-1245,27.795,-12.5144,5278,2009-12-02,46.8,10,4.5,3888,6680,3.7,6399,9238
514,NGC-697,27.8233,22.3581,3117,2005-09-27,47.6,5,6.1,2979,5755,9.6,524,3254
515,2MASXJ01514494+,27.9372,1.09569,17687,2014-01-01,47.0,10,4.9,16182,19206,?,?,?
516,NGC-706,27.9606,6.29689,4984,2005-11-03,46.6,5,6.2,3597,6384,6.4,6103,8936
517,UGC-1328,27.9666,17.053,4703,2005-09-27,47.4,5,6.3,4564,7368,6.5,2083,4842
518,NGC-711,28.1154,17.5128,4910,2005-09-27,49.1,5,6.9,4771,7579,6.8,2287,5049
519,UGC-1344,28.1446,36.5009,4155,2006-11-04,34.2,5,4.6,2775,5547,4.6,5268,8085
520,NGC-703,28.165,36.1714,4752,2006-11-04,34.2,5,4.8,3367,6149,4.4,5869,8698
521,NGC0708,28.1936,36.1519,4855,2004-01-19,26.5,16,2.0,3469,6253,?,?,?
522,NGC708,28.1937,36.1519,4855,2004-03-17,38.1,16,2.9,3469,6253,?,?,?
523,015248-084320,28.2017,-8.72244,11083,2006-05-23,44.4,10,4.1,9640,12539,4.0,12247,15196
524,MCG-01-05-047,28.2041,-3.44683,5156,2006-10-30,45.5,20,2.9,3767,6557,3.0,6276,9113
525,UGC-1350,28.2396,36.5129,4975,2006-11-04,33.9,5,4.5,3588,6374,4.2,6094,8927
526,NGC-716,28.2487,12.7083,4558,2005-09-27,49.1,5,6.9,4419,7221,6.8,1941,4697
